	Quality	ID1	ID2	String1	String2
73	1	1439663	1439808	rate go percent residents incomes	residents incomes rate increase percent
74	1	2070455	2070493	State Colin Powell brushed possibility Wednesday	State Colin Powell week ruled treaty
75	1	1996069	1996101	Thomas Tauzin say do doctors Bush administration has power correct flaws	doctors Mr. Thomas Mr. Tauzin say Bush administration has power correct flaws
76	1	23807	23792	experience take years elections are held added	U.S. officials have said take years elections are held experiences world
77	1	3147370	3147525	results appear January issue Cancer journal being published today	results appear January issue Cancer American Cancer Society sites journal being published Monday
78	1	1211287	1210972	biotechnology treatment asthma constriction airways affects millions world received approval US Administration yesterday	biotechnology treatment asthma constriction airways affects millions Americans received approval U.S. Administration Friday
79	1	3300040	3299992	delegates said raising distributing funds has been complicated U.S. crackdown foundations bank accounts organizations money transfers	Bin Laden men pointed raising distributing funds has been complicated U.S. crackdown foundations bank accounts organizations money transfers
80	1	2512758	2512692	FBI agents arrested partner Ernst Young ERNY .UL charges obstructing investigations U.S. officials said Thursday	partner accountancy firm Ernst Young was arrested FBI agents US charges obstructing investigations
81	0	3183829	3183863	Kelly begin meetings Alexander Losyukov Washington Monday	Alexander Losyukov said Moscow Tuesday firm date be fixed months end
82	1	3257588	3257537	shooting linked spree was shooting Elementary School Obetz km freeway	shooting linked spree occurred Nov. Elementary Obetz miles freeway
83	0	524136	524119	Sanitation is be typhoid cholera said	Sanitation is water is left be typhoid cholera
84	0	1321343	1321577	Industrial Average ended points % Nasdaq fell points %	trading average was percent having gained Tuesday
85	1	2560856	2560808	PDC fan flames speculation Longhorn release	PDC reignite speculation release dates Microsoft products
86	1	2728434	2728420	Sales figure watched barometer health percent falling industry experts had predicted	disclosed sales figure watched analysts barometer health were industry experts expected
87	1	3277643	3277659	NEC is pitching software variety industries health care hospitality	NEC pitching software variety industries healthcare hospitality company spokesman said
88	1	2621134	2621174	Elena Slough considered be nation person person world died Sunday morning	ELENA
89	1	2529661	2529575	are declaring war harassment assault	have declared war assault harassment Rosa said
90	0	953744	953727	Nasdaq Composite Index <. IXIC added points percent	.IXIC dipped point
91	0	1268733	1268445	dollar was currency percent	Swiss franc dollar was francs percent day
92	0	969512	969295	Standard Poor .SPX gave points percent	Nasdaq Composite Index was points percent
93	1	304482	304430	El Watan newspaper reported kidnappers resisted army assault morning firing Kalashnikov rifles	El Watan newspaper reported kidnappers put resistance army assault firing Kalashnikov rifles
94	0	472952	472535	Mitsubishi Tokyo Financial JP:8306 news chart profile declined yen percent yen	Sumitomo Mitsui Financial JP:8316 news chart profile was percent yen
95	0	3119349	3119343	're dealing bragging rights wins loses	Leaving attorney fees 're dealing bragging rights wins loses said Gammerman
96	1	224868	225233	Shares Hartford rose composite trading	Shares Hartford were percent midday trading
97	0	2678208	2678191	phone is product company release becomes part palmOne	was quarter company becomes part Palm
98	0	1177915	1178039	think protein is spread forms cancer	researchers say research be forms cancer
99	1	129193	129302	Tokyo Electric Power Co. Asia power company won approval restart reactors shut admitted falsifying inspection reports	Tokyo Electric Power Co. Asia power company restarted reactors shut admitting falsified inspection reports
100	1	2843951	2843930	Tuition colleges averaged year percent	year tuition colleges averaged year
101	0	1849508	1849367	Security lights have been installed police have swept grounds traps	Security lights have been installed barn gate
102	1	1685339	1685429	Republican replace Davis is Rep. Darrell Issa Vista has spent money force recall	party candidate is Rep. Darrell Issa Republican has spent money fund recall
103	1	2624848	2624568	said peace plan road map coma attack widen conflict region	Mr Jouejati said road map coma attack widen region
104	1	2293340	2293455	attack be launched type document supports VBA Microsoft Word Excel PowerPoint	happen document format supports VBA Word Excel PowerPoint
105	1	2750203	2750153	Officials Brandeis said was time campus	is time community
106	0	2622625	2622698	ai Democrat be meeting said	ai Democrat be meeting said applause supporters
107	1	1946553	1946598	FBI agents were dispatched secure analyze evidence	FBI agents be sent Iraq secure analyze evidence bombing
108	1	2216702	2216672	had surgery lived average months	got surgery survival was months
109	1	742090	742015	Tonight spokesman Russia ministry said ministry issue statement Thursday clarifying Russia position cooperation Iran efforts	Tonight spokesman Russian Foreign Ministry said issue statement Thursday clarifying Russia position aiding Iran efforts
110	1	1795859	1795818	day committee appointed Mohammad Khatami called inquiry Kazemi death	day committee appointed President Mohammad Khatami had called inquiry year photojournalist death
111	1	2592956	2592914	suite comes continuing tradition utilizing file format	suite includes PowerPoint components built format
112	1	2845442	2845257	Mount Vernon Skagit River was expected crest feet feet flood stage tonight Burke said	Skagit was expected crest night feet Mount Vernon feet flood stage National Weather Service said
113	0	2305958	2306072	industrial average eased points percent scoring sessions	.DJI rose points percent
114	0	2156094	2155607	Nasdaq composite index inched percent win percent	.IXIC was points percent
115	1	758342	758501	Physicians violate ban be fines years prison	Physicians perform procedure face years prison bill
116	0	869467	869240	Standard Poor futures declined points Nasdaq futures fell points	Standard Poor Index was points percent
117	1	1465425	1464865	example Anhalt said children treat soda bottle serving contains ½ servings	Anhalt said children treat soda bottle serving contains
118	0	223008	222987	yield percent note maturing fell basis points percent	yield fell basis points percent reaching percent May March
119	1	1168132	1167672	Kline opinion dealt abortion providers apply doctors providing services care child	Kline opinion dealt abortion providers office said apply doctors providing services care girls
120	1	1634651	1634798	United Nations International Agency asked information allegation dossier was published Britain did provide U.N. officials said	International Agency asked information uranium assertions London dossier was published Britain did provide U.N. officials said
121	1	2189818	2189911	days air shuttle reentry rushed wing was possibility crew survival board said	days air shuttle rushed wing was possibility crew survival board said
122	1	995311	995560	world love freedom peace deal Hamas killers told reporters emerged church service	is world love freedom peace deal Hamas killers said
123	0	554534	554959	pressure intensify today coverage round planned ESPN words are	pressure rise today coverage round planned ESPN network
124	1	14874	14831	Powell fired 's accusing president act said	Powell said 's calling president
125	1	1967578	1967664	decision issue guidance has been prompted intelligence passed Britain FBI briefing July	Scotland Yard decision issue guidance has been prompted intelligence passed Britain FBI July
126	1	317570	317290	memo protecting sales Windows desktop software mentioned Linux software competitor is owned company	memo mentioned Linux software competitor is owned company
127	1	2047034	2046820	find home judge told authorities needed find housing treatment DeVries California	judge had told state Department Mental Health find housing treatment DeVries California
128	1	84518	84541	Tuesday United States released prisoners war officials announced be let go	Iraq United States released prisoners war officials announced be let go
129	1	2046630	2046644	decision came year Whipple ended oversight district	decision came year Whipple ended oversight school busing district
130	0	706709	706766	lists led toa CBS AFI Years	special list AFI Years Heroes Villains aired Tuesday CBS
131	0	2086071	2086118	Police warned residents Friday travel avoid convenience stores stores night	Police advised residents Friday travel convenience stores be
132	1	2521336	2521360	had nothing do Stake personnel decision Sean Sundwell said	Microsoft had nothing do AtStake personnel decision Sundwall said
133	1	3264615	3264641	Prosecutors said is question Waagner was letters were sent time anthrax attacks	Prosecutors said is question Waagner was letters were sent time anthrax attacks were killing people
134	1	262374	262921	plan cost Gephardt pay repealing Bush tax cuts	plan cost be paid repealing Bush tax cuts
135	1	2939925	2939981	had been fears year be conceive suffering pregnancies cancer uterus	were fears Heather have children suffering pregnancies cancer uterus
136	0	2810464	2810247	Friday Administration approved use silicone breast implants conditions	drug was approved use Friday Administration
137	1	2031076	2031038	Prosecutors said Paracha convicted face years prison	Paracha faces years prison convicted
138	1	27639	27668	songs were purchased albums Apple said	Apple noted songs were purchased part albums
139	0	143800	143664	ECB has cut interest rates times period percent October percent	ECB has cut rates percent October percent period
140	1	1909408	1909429	deal makes sense companies Halla said statement	Brian Halla CEO NatSemi claimed deal made sense companies
141	1	3034583	3034604	Smugglers van chased pickup SUV carrying smugglers immigrants said Roger Vanderpool	People van opened fire pickup SUV believed be transporting immigrants said Roger Vanderpool
142	1	1257820	1257777	Tyco said loan had been forgiven Swartz repaid interest lawyer Charles Stillman	Tyco has said loan was forgiven Swartz repaid interest lawyer Charles Stillman
143	0	2221603	2221633	midafternoon trading Nasdaq composite index was percent	Nasdaq Composite Index .IXIC dipped points percent
144	1	2706551	2706185	Bolton fell was immobilized Selenski used mattress scale fence Fischi said	inmate fell Selenski used mattress scale fence Fischi said
145	0	2975580	2975607	loonie continued slip trading Friday	loonie was rise Thursday
146	1	813945	813925	Ms. Haque was cellphone smiley faces organizing prom	Fatima was cell phone organizing prom
147	1	2851677	2851855	added New York actor producer is person does care have treatment consumption	added De Niro is person does care have treatment consumption
148	1	895812	895754	month supply aspirin cost amount ticlopidine run	month supply aspirin cost amount ticlopidine run
149	1	2534473	2534504	estimated take months require cancellation sub-audit Department Environmental Quality	said take months conduct require cancellation sub-audit Department Environmental Quality
150	0	1487731	1487197	Arison said Mann have been pioneers world music movement had love music	Arison said Mann was pioneer world music movement term was coined had love music
151	1	3285348	3285324	virus kills people year U.S. Centers Disease Control Prevention	Complications flu kill Americans year U.S. Centers Disease Control Prevention
152	1	424071	424093	schemes people posing IRS representatives target families forces members e-mail users	schemes target families serving users
153	0	1677100	1677041	Wim Wenders directed film name based sessions	film name was directed Wim Wenders
154	1	2404345	2404222	Miss Novikova said is weight ballerinas Miss Volochkova is others	Commenting firing today Ms. Novikova said was weight ballerinas Ms. Volochkova is others
155	1	2485432	2485492	have aired videotapes ex-president Saddam Hussein encouraging Iraqis fight U.S. occupation Iraq	have aired videotapes Saddam Hussein encouraging Iraqis fight U.S. occupation
156	1	981097	981018	program U.S. officials work port authorities identify target search cargo	program US officials work port authorities seek cargo reach United States
157	1	2607361	2607320	do do people ground are going die	Crews are told do do people ground are going die said
158	1	218896	219064	's time take shuttle program added look challenge	is time come take shuttle program look challenge said
159	1	313947	313222	result Nelson faces years jail life	verdict means Nelson faces years prison life sentence
160	1	434842	434929	precincts reporting Fletcher congressman Lexington had percent vote	precincts reporting Fletcher had votes percent total
161	0	3301764	3301492	progress is 's 's Jack said Tuesday afternoon	progress is is said Dr Jack
162	1	2895172	2895264	Shadrin said Khodorkovsky aircraft was approached officers identifying members FSB intelligence service successor Soviet KGB	Shadrin said Khodorkovsky aircraft was approached officers identifying members FSB intelligence service
163	1	386627	386521	claimed babies were born term died hours said	told investigators was babies were born term died hours Hughes said
164	1	3440566	3440416	Dominique de Villepin was scheduled arrive Sharm el Sheikh Wednesday	Minister Dominique de Villepin is expected attend
165	1	853127	853144	believe is humans giving risk disease	researchers believe is humans translating risk disease
166	0	146481	146276	sales period declined percent year	Wal Mart said sales stores year rose percent year
167	1	1053869	1053207	U.S. officials are sneering Dar Heatherington version events thrust spotlight	U.S. officials are sneering Dar Heatherington version events police conspiracy discredit thrust spotlight
168	1	1026659	1026185	newspaper Okaz reported Monday suspects escaped Saturday raid fled car broke outskirts Mecca Sunday afternoon	newspaper Okaz reported suspects arrested Sunday fled raid car broke outskirts Mecca
169	1	1341925	1342201	Michael Mitchell defender Baton Rouge is representing Lee did answer phone Wednesday afternoon	Michael Mitchell defender Baton Rouge is representing Lee was comment
170	1	2663667	2663623	Canada dollar be focus tries stay mark	Canada dollar was focus struggled failed stay mark
171	1	2305924	2305736	are paying cost CDs DVDs prefer forms demand media delivery	Consumers paying prices CDs DVDs are looking forms demand media delivery
172	1	960466	960881	bolt catcher is is supposed be board chairman Adm	bolt catcher is be said Harold W. Gehman Jr. board chairman
173	1	129995	129864	Morgan Stanley raised rating beverage maker weight saying part pricing power bottlers improve	Morgan Stanley raised rating company weight saying beverage maker pricing power bottlers improve
174	1	356759	356778	Interior Minister Al Mustapha Sahel said investigation points group has been arrested reference Djihad Salafist	Al Mustapha Sahel told television Saturday investigation points group has been arrested reference Salafist Jihad
175	0	919683	919782	pound made progress dollar reached highs	pound flexed muscle dollar percent
176	1	2949437	2949407	report was found Oct. tucked binder investigation	report was found week tucked training manual belonged Hicks
177	0	1651582	1651639	Fox viewers percent describe Republicans percent Democrats percent Independents	CNN viewers percent said were Republicans percent called conservatives
178	1	3088078	3087945	immigrants have used networks rely wire transfers couriers mail send cash families	immigrants have used networks rely wire transfers couriers mail send stashes cash families
179	1	1032643	1032617	arrested Friday was Claudia Carrizales de Villa citizen lives Harlingen	arrested Friday was Claudia Carrizales de Villa citizen Mexico residing border city Harlingen Texas
180	1	1750630	1750716	condemn Governing Council headed United States Muqtada Sadr said sermon mosque	condemn denounce Governing Council is headed United States Moqtada al Sadr said
181	1	2891280	2891366	Mrs Boncyk husband Wayne had taken family car work wife children had ride neighbours	Mrs. Boncyk husband Wayne had taken family car work children had catch ride neighbors
182	1	2866295	2866282	Leonid Kuchma today cut visit Latin America border wrangle Ukraine Russia deteriorates	dispute has led Leonid Kuchma cut state visit Latin America
183	1	822517	822439	weekend movies grossed percent weekend year	box office soared movies grossing percent year
184	1	1502941	1502927	Platinum prices soared highs year President Bush sites proposed investing research fuel cell vehicles	Platinum prices soared highs year George W. Bush proposed investing research fuel cell vehicles
185	0	970740	971209	Friday Stanford blanked Gamecocks	Stanford has team players season
186	1	1243593	1243934	Nobody knows happened guard Kaye said assure said happened did happen	Nobody knows happened guard assure said happened did happen Kaye said
187	0	130656	130644	Shares Corixa fell cents p.m	Shares Corixa fell cents Nasdaq stock market
188	1	221462	221512	time investigators were looking CFSB allocated shares offerings	jury Commission were looking company allocated shares offerings
189	0	1632415	1632603	Qanbar said council members elect chairman Sunday	US authorities have said council include members
190	1	2451691	2451742	October futures settled cent cents gallon	October heating oil ended cent cents gallon
191	1	2282608	2282544	antivirus solutions carry price tag years	antivirus solutions carry price tag
192	0	2677852	2677869	Commission brought case Thursday	Commission filed suit teen Boston
193	1	379724	379692	ConAgra stock closed Monday Stock Exchange share cents	ConAgra shares closed Monday share cents Stock Exchange
194	1	1156575	1156706	features is ability delete data handheld device lock device user lose	features is ability delete data handheld device user loses locks device
195	1	2745055	2745022	month	end quarter Intel predicted sales
196	1	3403347	3403527	got carried started making stuff Byrne said	Byrne says got carried PowerPoint started making stuff
197	1	2037906	2038005	Georgia afford get funding said Dr. Melinda Rowe Chatham County health director	Georgia afford get funding said Dr. Melinda Rowe
198	1	698720	698772	Handspring shareholders get shares parent company Palm Inc. share Handspring stock own	Handspring shareholders receive Palm shares shares PalmSource share Handspring stock own
199	1	2359387	2359457	Shares Microsoft rose cents Friday close share Nasdaq Stock Market	Microsoft stock was cents share New York yesterday
200	1	2403178	2403100	having symptoms students had been hung times year	students suffered symptoms times year
201	1	2205838	2205858	Tibco has used Rendezvous name technology products company	Tibco has used Rendezvous name technology products said
202	1	1669602	1669461	troops division Team based Fort Benning Columbus began returning week flights continuing Friday	Infantry troops Team based Fort Benning Columbus Ga. began returning week
203	1	919801	919939	interview Wednesday Wim Duisenberg said was discuss cuts euro zone	Wim Duisenberg said interview was discuss cuts euro zone
204	1	578807	578726	Teenagers schools condoms were were have sex teens study published Wednesday finds	Teen agers schools condoms are are have sex teens study says
205	1	3277653	3277637	day Intel executive turned tables speech blasted being install	Thursday Intel exec blasted install
206	1	661322	661390	is charged bombings Atlanta blast Olympics bombing Alabama	is charged bombings Atlanta blast Olympics Alabama
207	0	1586193	1586070	were found van said James Flateau spokesman state Department Correctional Services	State troopers arrested men van Jubilee Market Route Horseheads said James Flateau Services spokesman
208	1	1200470	1200432	Thursday Post article argued cut Fed was	Thursday Post article argued cut was
209	0	2973611	2973628	Sun was vendor see shipments decline falling percent units	IBM NYSE IBM was vendor sales jumping percent units
210	1	1941701	1941639	is Democrats FCC is advocate penalties stations violate indecency laws	Copps Democrats commission has pushed penalties stations violate indecency laws
211	0	490219	490021	city index outperformed industrial average fell percent week	.DJI tacked points percent
212	1	421009	421091	State media said were	toll given officials state media was
213	1	14485	14516	March downturn was break has been growth services months	downturn services activity March was break has been growth services months
214	1	549014	549093	months earnings adjusted inflation fell % drop decade Lieberman said	quarter year earnings adjusted inflation fell percent drop decade
215	1	3326623	3326701	analysis was published Tuesday Circulation journal American Heart Association sites	findings were published Monday Circulation Journal American Heart Association
216	1	1106490	1106299	President George W. Bush administration officials cited threat Iraq weapons programs justification going war	President Bush officials administration cited threat Iraq program justification going war
217	1	607219	607092	epidemic began November mainland Guangdong province People Republic China refused report spread months	PRC epidemic began Guandong province November government refused report spread months
218	0	518130	518082	man gambled lives passengers lost said Andres Rivera Jr. was bus	man gambled lives passengers lost said passenger Andres Rivera Jr. year Jazmine Santiago was killed
219	1	3092593	3092563	IG Farben properties were valued euros firm had debts totalling	IG Farben properties were valued euros firm had debts totalling euros
220	0	1707092	1707031	company operating loss rose percent year	Operating revenue fell percent year
221	1	1755505	1755464	agent Bassem Youssef filed lawsuit Friday Federal District Court District Columbia	lawsuit was filed Friday US District Court District Columbia
222	0	2199097	2199072	driver Eugene Rogers helped remove children bus Wood said	accident scene driver was covered blood helped remove children Wood said
223	1	2015140	2014900	Smallpox is threat public health vaccination is tool smallpox preparedness Strom said	Smallpox is threat nation health vaccination is tool preparedness statement says
224	1	1449187	1449290	Mr Abbas said day agreement is opportunity was lost	counterpart Mahmoud Abbas replied day agreement is opportunity was lost
225	1	1988626	1988386	remain city agree work engage discussions issue	Alhart said governor remains city continue work engage discussions
226	1	844524	844667	day standoff developed soldiers Hema battlewagon attempted pass UN compound	soldiers threatened open fire Hema battlewagon tried pass UN compound
227	1	1860173	1860195	actions Bush administration threatens give name war Lieberman said	actions Bush administration threatens give name war Connecticut Democrat told news conference
228	0	3050444	3050380	Gillette shares rose percent afternoon trading	Shares Gillette closed cents trading Wednesday Stock Exchange
229	0	1199589	1200000	requests companies using handset option have percent customers using technology end	choose handset option have percent customers using technology end
230	1	1609290	1609098	ONG KONG July	Tens thousands demonstrators gathered yesterday evening stand city legislature building call elections resignation Hong Kong leader
231	1	2746028	2746125	jurors were being asked complete questionnaire	jurors were taken courtroom groups asked fill questionnaire
232	0	2874608	2874685	Microsoft fell percent open Thursday close	Shares Microsoft slipped percent hours trade Nasdaq close
233	0	221078	221002	U.S. Airways ordered Bombardier jets seats seats Embraer jets seats said release	Bombardier Embraer deliver jets September U.S. Airways said release
234	1	1917187	1917262	acquisition has been approved companies board directors is expected close quarter year	Nvidia acquisition has been approved directors companies is expected close Nvidia quarter
235	1	1102668	1102548	year Luster gave police name revealed identity	Barrera said Luster gave police name arrest Wednesday revealed identity
236	0	2115214	2115266	statement distributed Friday organizations said boycott vote	statement distributed today organisations said boycott vote warned voters expect fraud
237	1	374264	374624	companies drugs be prescribed Medicaid patients state say	company do drugs be prescribed Medicaid patients state say
238	1	1597193	1597119	Saddam loyalists have been blamed sabotaging nation infrastructure attacks U.S. soldiers	Hussein loyalists have been blamed sabotaging nation infrastructure attacking US soldiers
239	0	199754	200007	's eye said Arthur Sulzberger	's eye said publisher Arthur Ochs Sulzberger Jr. has controlled paper
240	1	1469800	1469789	Singer Brandy husband Robert Smith have called quits	husband years have split
241	1	2206809	2206624	told Murray have air is going	air is going screamed Murray
242	1	1970041	1969914	president campaign set standard disclosure fund raising campaign Dan Ronayne said	president campaign set standard disclosure fund raising campaign said Dan Ronayne campaign spokesman
243	1	20917	20853	April Mayor Bart Peterson said was airline resume operations base had employed workers mechanics	April Mayor Bart Peterson conceded facility fate was quashing hopes airline workers mechanics
244	0	1837647	1837204	Dotson was arrested Monday Maryland charged murder	Dotson was charged Dennehy murder
245	1	2758944	2758975	living relatives are family frogs called sooglossidae are found Seychelles Indian Ocean	relative is found Seychelles Archipelago Madagascar Indian Ocean
246	1	375678	375561	was condition Northwest Medical Center Springdale	Northwest Medical Center Washington County Springdale child is condition
247	1	1122033	1122090	exception dancing activity did decrease risk	Dancing was activity associated risk dementia
248	0	222911	223008	note maturing April gained lowering yield basis points percent	yield percent note maturing fell basis points percent
249	0	3257010	3257120	Mr. Bush had sought store papers father library have stayed half century	Texas groups opposed Mr. Bush efforts house papers father library have remained half century
250	1	1600347	1600451	Williams was White victims were Black was White	killed Williams were was
251	1	2081769	2081787	hearing matter was held Thursday morning Superior Court marking steps deciding case Matthew Whitley	hearing Thursday morning Judge Elizabeth Long Superior Court marked steps deciding case Matthew Whitley
252	0	384190	384162	Arts helped coach youth football team Lombardi Middle School Green Bay	boy was student Lombardi Middle School Green Bay
253	1	1815004	1815055	Atlantic Coast continue operations carrier	continue service DAL.N Atlantic Coast said
254	1	707747	707671	's be part industry rewards said Hernandez is graduate Parsons School Design	's be part industry rewards said Hernandez graduated Parsons School Design May
255	1	1705771	1705922	entrepreneur flagged plan meeting London Joe Hockey	Sir Richard was speaking meeting London Joe Hockey
