	Quality	ID1	ID2	String1	String2
97	0	2678208	2678191	phone,is release becomes,product company part palmOne	,was becomes,quarter company part Palm
98	0	1177915	1178039	,think is,protein spread forms cancer	researchers,say be,research forms cancer
99	1	129193	129302	Tokyo Electric Power Co. power company Asia,won restart shut admitted falsifying,approval reactors inspection reports	Tokyo Electric Power Co. power company Asia,restarted shut admitting falsified,reactors inspection reports
100	1	2843951	2843930	Tuition colleges,averaged,year percent	year tuition colleges,averaged,year
101	0	1849508	1849367	Security lights police,have been installed swept,grounds traps	Security lights,have been installed,barn gate
102	1	1685339	1685429	Republican,replace is has spent force,Davis Rep. Darrell Issa Vista money recall	party candidate,is has spent fund,Rep. Darrell Issa Republican money recall
103	1	2624848	2624568	,said widen,U.S. peace plan road map coma attack conflict region	Mr Jouejati,said widen,US road map coma attack region
104	1	2293340	2293455	attack,be launched supports,type document VBA Microsoft Word Excel PowerPoint	,happen supports,document format VBA Word Excel PowerPoint
105	1	2750203	2750153	Officials Brandeis,said was,time campus	,is,time community
106	0	2622625	2622698	,ai be said,Democrat meeting	,ai be said,Democrat meeting applause supporters
107	1	1946553	1946598	FBI agents,were dispatched secure analyze,evidence	FBI agents,be sent secure analyze,Iraq evidence bombing
108	1	2216702	2216672	,had lived,surgery average months	survival,got was,surgery months
109	1	742090	742015	Tonight spokesman ministry Russia,said issue clarifying,ministry statement Thursday Russia position cooperation Iran efforts	Tonight spokesman Russian Foreign Ministry,said issue clarifying aiding,statement Thursday Russia position Iran efforts
110	1	1795859	1795818	day committee,appointed called,Mohammad Khatami inquiry Kazemi death	day committee,appointed had called,President Mohammad Khatami inquiry year photojournalist death
111	1	2592956	2592914	suite,comes continuing utilizing,tradition XML file format	suite,includes built,PowerPoint components format
112	1	2845442	2845257	Mount Vernon Skagit River Burke,was expected crest said,feet flood stage tonight	Skagit National Weather Service,was expected crest said,night feet Mount Vernon flood stage
113	0	2305958	2306072	industrial average,eased scoring,points percent sessions	.DJI,rose,points percent
114	0	2156094	2155607	Nasdaq composite index,inched,percent win	.IXIC,was,points percent
115	1	758342	758501	Physicians,violate be,ban fines years prison	Physicians,perform face,procedure years prison bill
116	0	869467	869240	futures Standard Poor,declined fell,points Nasdaq futures	Index Standard Poor,was,points percent
117	1	1465425	1464865	example Anhalt children,said treat contains,soda bottle serving ½ servings	Anhalt,said treat contains,children soda bottle serving
118	0	223008	222987	yield percent note,maturing fell,basis points percent	yield,fell reaching,basis points percent March May
119	1	1168132	1167672	opinion Kline,dealt apply providing,abortion providers doctors services care child	opinion Kline office,dealt said apply providing,abortion providers doctors services care girls
120	1	1634651	1634798	International Agency United Nations Britain U.N. officials,asked was published did provide said,information allegation dossier	International Agency Britain U.N. officials,asked was published did provide said,information uranium assertions London dossier
121	1	2189818	2189911	days air reentry shuttle board,rushed was said,wing possibility crew survival	days air shuttle board,rushed was said,wing possibility crew survival
122	1	995311	995560	world,love deal told emerged,freedom peace Hamas killers reporters church service	,is love deal said,world freedom peace Hamas killers
123	0	554534	554959	pressure,intensify planned are,today coverage round words ESPN	pressure,rise planned,today coverage round ESPN network
124	1	14874	14831	Powell,fired 's accusing said,president act	Powell,said 's calling,president
125	1	1967578	1967664	decision,issue has been prompted passed,guidance intelligence Britain FBI briefing July	decision Scotland Yard,issue has been prompted passed,guidance intelligence Britain FBI July
126	1	317570	317290	memo,protecting mentioned is owned,sales Windows desktop software Linux competitor company	memo,mentioned is owned,Linux software competitor company
127	1	2047034	2046820	judge,find told needed,home authorities housing treatment DeVries California	judge,had told find,state Department Mental Health housing treatment DeVries California
128	1	84518	84541	Tuesday United States officials,released announced be let go,prisoners war	Iraq United States officials,released announced be let go,prisoners war
129	1	2046630	2046644	decision,came ended,year Whipple oversight district	decision,came ended,year Whipple oversight school busing district
130	0	706709	706766	lists,led,toa CBS AFI Years	special list Years AFI Heroes Villains,aired,Tuesday CBS
131	0	2086071	2086118	Police,warned travel avoid,residents Friday convenience stores night	Police,advised travel be,residents Friday convenience stores
132	1	2521336	2521360	Sean Sundwell,had do said,nothing Stake personnel decision	Microsoft Sundwall,had do said,nothing AtStake personnel decision
133	1	3264615	3264641	Prosecutors,said is was were sent,question Waagner letters time anthrax attacks	Prosecutors,said is was were sent killing,question Waagner letters time anthrax attacks people
134	1	262374	262921	plan,cost pay repealing,Gephardt Bush tax cuts	plan,cost be paid repealing,Bush tax cuts
135	1	2939925	2939981	,had been be conceive suffering,fears year pregnancies cancer uterus	,were have suffering,fears Heather children pregnancies cancer uterus
136	0	2810464	2810247	Friday Administration,approved,use silicone breast implants conditions	drug,was approved,use Friday Administration
137	1	2031076	2031038	Prosecutors,said convicted face,Paracha years prison	Paracha,faces convicted,years prison
138	1	27639	27668	songs Apple,were purchased said,albums	Apple,noted were purchased,songs part albums
139	0	143800	143664	ECB,has cut,interest rates times period percent October	ECB,has cut,rates percent October period
140	1	1909408	1909429	deal Halla,makes said,sense companies statement	Brian Halla CEO NatSemi,claimed made,deal sense companies
141	1	3034583	3034604	Smugglers van Roger Vanderpool,chased carrying said,pickup SUV smugglers immigrants	People van Roger Vanderpool,opened believed be transporting said,fire pickup SUV immigrants
142	1	1257820	1257777	Tyco Swartz,said had been forgiven repaid,loan interest lawyer Charles Stillman	Tyco,has said was forgiven repaid,loan Swartz interest lawyer Charles Stillman
143	0	2221603	2221633	midafternoon trading Nasdaq composite index,was,percent	Nasdaq Composite Index .IXIC,dipped,points percent
144	1	2706551	2706185	Bolton Selenski Fischi,fell was immobilized used scale said,mattress fence	inmate Selenski Fischi,fell used scale said,mattress fence
145	0	2975580	2975607	loonie,continued slip,trading Friday	loonie,was,rise Thursday
146	1	813945	813925	Ms. Haque,was organizing,cellphone smiley faces prom	Fatima,was organizing,cell phone prom
147	1	2851677	2851855	,added is does care have,New York actor producer person treatment consumption	,added is does care have,De Niro person treatment consumption
148	1	895812	895754	supply month aspirin amount ticlopidine,cost run,	supply month aspirin amount ticlopidine,cost run,
149	1	2534473	2534504	,estimated take require,months cancellation sub-audit Department Environmental Quality	,said take conduct require,months cancellation sub-audit Department Environmental Quality
150	0	1487731	1487197	Arison,said have been had,Mann pioneers world music movement love	Arison,said was coined had,Mann pioneer world music movement term love
151	1	3285348	3285324	virus,kills,people year U.S. Centers Disease Control Prevention	Complications flu,kill,Americans year U.S. Centers Disease Control Prevention
152	1	424071	424093	schemes people,posing target,IRS representatives families forces members e-mail users	schemes,target serving,families users
153	0	1677100	1677041	Wim Wenders,directed based,film name sessions	film name,was directed,Wim Wenders
154	1	2404345	2404222	Miss Novikova,said is,Miss Volochkova weight ballerinas others	Ms. Novikova,Commenting said was is,firing today Ms. Volochkova weight ballerinas others
155	1	2485432	2485492	,have aired encouraging fight,videotapes ex-president Saddam Hussein Iraqis U.S. occupation Iraq	,have aired encouraging fight,videotapes Saddam Hussein Iraqis U.S. occupation
156	1	981097	981018	program U.S. officials,work identify target search,port authorities cargo	program US officials,work seek reach,port authorities cargo United States
157	1	2607361	2607320	people ground,do are going die,	Crews,are told do going die said,people ground
158	1	218896	219064	,'s take added look,time shuttle program challenge	,is come take look said,time shuttle program challenge
159	1	313947	313222	result Nelson,faces,years jail life	verdict,means faces,Nelson years prison life sentence
160	1	434842	434929	precincts Fletcher congressman Lexington,reporting had,percent vote	precincts Fletcher,reporting had,votes percent total
161	0	3301764	3301492	progress Jack,is 's said,Tuesday afternoon	progress Dr Jack,is said,
162	1	2895172	2895264	Shadrin,said was approached identifying,Khodorkovsky aircraft officers members FSB intelligence service successor Soviet KGB	Shadrin,said was approached identifying,Khodorkovsky aircraft officers members FSB intelligence service
163	1	386627	386521	,claimed were born died said,babies term hours	Hughes,told was were born died said,investigators babies term hours
164	1	3440566	3440416	Dominique de Villepin,was scheduled arrive,Sharm el Sheikh Wednesday	Minister Dominique de Villepin,is expected attend,
165	1	853127	853144	,believe is giving,humans risk disease	researchers,believe is translating,humans risk disease
166	0	146481	146276	sales period,declined,percent year	Wal Mart,said rose,sales stores year percent
167	1	1053869	1053207	U.S. officials,are sneering thrust,Dar Heatherington version events spotlight	U.S. officials,are sneering discredit thrust,Dar Heatherington version events police conspiracy spotlight
168	1	1026659	1026185	newspaper Okaz,reported escaped fled broke,Monday suspects Saturday raid car outskirts Mecca Sunday afternoon	newspaper Okaz,reported arrested fled broke,suspects Sunday raid car outskirts Mecca
169	1	1341925	1342201	Michael Mitchell defender Baton Rouge,is representing did answer,Lee phone Wednesday afternoon	Michael Mitchell defender Baton Rouge,is representing was,Lee comment
170	1	2663667	2663623	Canada dollar,be tries stay,focus mark	Canada dollar,was struggled failed stay,focus mark
171	1	2305924	2305736	,are paying prefer,cost CDs DVDs forms demand media delivery	Consumers,paying are looking,prices CDs DVDs forms demand media delivery
172	1	960466	960881	bolt catcher chairman board Adm,is supposed be,	bolt catcher Harold W. Gehman Jr. board chairman,is be said,
173	1	129995	129864	Morgan Stanley,raised saying improve,rating beverage maker weight part pricing power bottlers	Morgan Stanley,raised saying improve,rating company weight beverage maker pricing power bottlers
174	1	356759	356778	Interior Minister Al Mustapha Sahel,said points has been arrested,investigation group reference Djihad Salafist	Al Mustapha Sahel,told points has been arrested,television Saturday investigation group reference Salafist Jihad
175	0	919683	919782	pound,made reached,progress dollar highs	pound,flexed,muscle dollar percent
176	1	2949437	2949407	report,was found tucked,Oct. binder investigation	report,was found tucked belonged,week training manual Hicks
177	0	1651582	1651639	Fox viewers percent,describe,Republicans percent Democrats Independents	CNN viewers percent,said were called,Republicans conservatives
178	1	3088078	3087945	immigrants,have used rely send,networks wire transfers couriers mail cash families	immigrants,have used rely send,networks wire transfers couriers mail stashes cash families
179	1	1032643	1032617	Friday Claudia Carrizales de Villa citizen,arrested was lives,Harlingen	Friday Claudia Carrizales de Villa citizen Mexico,arrested was residing,border city Harlingen Texas
180	1	1750630	1750716	Muqtada Sadr,condemn headed said,Governing Council United States sermon mosque	Moqtada al Sadr,condemn denounce is headed said,Governing Council United States
181	1	2891280	2891366	husband Mrs Boncyk Wayne wife children,had taken ride,family car work neighbours	husband Mrs. Boncyk Wayne children,had taken catch,family car work ride neighbors
182	1	2866295	2866282	Leonid Kuchma today,cut deteriorates,visit Latin America border wrangle Ukraine Russia	dispute,has led cut,Leonid Kuchma state visit Latin America
183	1	822517	822439	weekend movies,grossed,percent weekend year	box office,soared grossing,movies percent year
184	1	1502941	1502927	Platinum prices,soared proposed investing,highs year President Bush sites research fuel cell vehicles	Platinum prices,soared proposed investing,highs year George W. Bush research fuel cell vehicles
185	0	970740	971209	Friday Stanford,blanked,Gamecocks	Stanford,has,team players season
186	1	1243593	1243934	Nobody Kaye,knows happened said assure did happen,guard	Nobody Kaye,knows happened assure said did happen,guard
187	0	130656	130644	Shares Corixa,fell,cents p.m	Shares Corixa,fell,cents Nasdaq stock market
188	1	221462	221512	time investigators,were looking allocated,CFSB shares offerings	jury Commission,were looking allocated,company shares offerings
189	0	1632415	1632603	Qanbar,said elect,council members chairman Sunday	US authorities,have said include,council members
190	1	2451691	2451742	October futures,settled,cent cents gallon	October heating oil,ended,cent cents gallon
191	1	2282608	2282544	antivirus solutions,carry,price tag years	antivirus solutions,carry,price tag
192	0	2677852	2677869	Commission,brought,case Thursday	Commission,filed,suit teen Boston
193	1	379724	379692	ConAgra stock,closed,Monday Stock Exchange share cents	ConAgra shares,closed,Monday share cents Stock Exchange
194	1	1156575	1156706	features,is delete lock lose,ability user data handheld device	features,is delete loses locks,ability data handheld device user
195	1	2745055	2745022	month,,	end quarter Intel,predicted,sales
196	1	3403347	3403527	Byrne,got carried started making said,stuff	Byrne,says got carried started making,PowerPoint stuff
197	1	2037906	2038005	Georgia Dr. Melinda Rowe health director Chatham County,afford get said,funding	Georgia Dr. Melinda Rowe,afford get said,funding
198	1	698720	698772	Handspring shareholders,get own,shares parent company Palm Inc. share Handspring stock	shareholders Handspring,receive own,Palm shares PalmSource share Handspring stock
199	1	2359387	2359457	Shares Microsoft,rose close,cents Friday share Nasdaq Stock Market	stock Microsoft,was,cents share New York yesterday
200	1	2403178	2403100	students,having had been hung,symptoms times year	students,suffered,symptoms times year
201	1	2205838	2205858	Tibco,has used,Rendezvous name technology products company	Tibco,has used said,Rendezvous name technology products
202	1	1669602	1669461	troops Team division,based began returning continuing,Fort Benning Columbus flights week Friday	Infantry troops Team,based began returning,Fort Benning Columbus Ga. week
203	1	919801	919939	interview Wednesday Wim Duisenberg,said was discuss,cuts euro zone	Wim Duisenberg,said was discuss,interview cuts euro zone
204	1	578807	578726	Teenagers schools condoms study,were have published finds,sex teens Wednesday	Teen agers schools condoms study,are have says,sex teens
205	1	3277653	3277637	day Intel executive,turned blasted being install,tables speech	Thursday Intel exec,blasted install,
206	1	661322	661390	,is charged,bombings Atlanta blast Olympics bombing Alabama	,is charged,bombings Atlanta blast Olympics Alabama
207	0	1586193	1586070	James Flateau spokesman state Department Correctional Services,were found said,van	State troopers James Flateau spokesman Services,arrested said,men van Jubilee Market Route Horseheads
208	1	1200470	1200432	Thursday Post article,argued was,cut Fed	Thursday Post article,argued was,cut
209	0	2973611	2973628	Sun,was see falling,vendor shipments decline percent units	IBM NYSE,was jumping,vendor sales percent units
210	1	1941701	1941639	,is violate,Democrats FCC advocate penalties stations indecency laws	Copps Democrats commission,has pushed violate,penalties stations indecency laws
211	0	490219	490021	city index,outperformed fell,industrial average percent week	.DJI,tacked,points percent
212	1	421009	421091	State media,said were,	toll,given was,officials state media
213	1	14485	14516	March downturn,was has been,break growth services months	downturn services activity March,was has been,break growth services months
214	1	549014	549093	months earnings Lieberman,adjusted fell said,inflation % drop decade	quarter year earnings,adjusted fell,inflation percent drop decade
215	1	3326623	3326701	analysis,was published,Tuesday Circulation journal American Heart Association sites	findings,were published,Monday Circulation Journal American Heart Association
216	1	1106490	1106299	President George W. Bush administration officials,cited going,threat Iraq weapons programs justification war	President Bush officials administration,cited going,threat Iraq program justification war
217	1	607219	607092	epidemic Republic People China,began refused report,November mainland Guangdong province spread months	PRC epidemic government,began refused report,Guandong province November spread months
218	0	518130	518082	man passengers Andres Rivera Jr.,gambled lost said was,lives bus	man passengers passenger Andres Rivera Jr. year Jazmine Santiago,gambled lost said was killed,lives
219	1	3092593	3092563	properties IG Farben firm,were valued had totalling,euros debts	properties IG Farben firm,were valued had totalling,euros debts
220	0	1707092	1707031	operating loss company,rose,percent year	Operating revenue,fell,percent year
221	1	1755505	1755464	agent Bassem Youssef,filed,lawsuit Friday Federal District Court Columbia	lawsuit,was filed,Friday US District Court Columbia
222	0	2199097	2199072	driver Eugene Rogers Wood,helped remove said,children bus	accident scene driver Wood,was covered helped remove said,blood children
223	1	2015140	2014900	Smallpox vaccination Strom,is said,threat public health tool smallpox preparedness	Smallpox vaccination statement,is says,threat nation health tool preparedness
224	1	1449187	1449290	Mr Abbas,said is was lost,day agreement opportunity	counterpart Mahmoud Abbas,replied is was lost,day agreement opportunity
225	1	1988626	1988386	,remain agree work engage,city discussions issue	Alhart,said remains continue work engage,governor city discussions
226	1	844524	844667	day standoff,developed attempted pass,soldiers Hema battlewagon UN compound	soldiers,threatened open tried pass,fire Hema battlewagon UN compound
227	1	1860173	1860195	actions Bush administration Lieberman,threatens give said,name war	actions Bush administration Connecticut Democrat,threatens give told,name war news conference
228	0	3050444	3050380	Gillette shares,rose,percent afternoon trading	Shares Gillette,closed,cents trading Wednesday Stock Exchange
229	0	1199589	1200000	requests companies,using have,handset option percent customers end technology	,choose have using,handset option percent customers end technology
230	1	1609290	1609098	ONG KONG July,,	Tens thousands demonstrators,gathered stand call,yesterday evening city legislature building elections resignation Hong Kong leader
231	1	2746028	2746125	jurors,were being asked complete,questionnaire	jurors,were taken asked fill,courtroom groups questionnaire
232	0	2874608	2874685	Microsoft,fell,percent open Thursday close	Shares Microsoft,slipped,percent hours trade Nasdaq close
233	0	221078	221002	U.S. Airways,ordered said,Bombardier jets seats Embraer release	Bombardier Embraer U.S. Airways,deliver said,jets September release
234	1	1917187	1917262	acquisition,has been approved is expected close,companies board directors quarter year	acquisition Nvidia,has been approved is expected close,directors companies Nvidia quarter
235	1	1102668	1102548	Luster year,gave revealed,police name identity	Barrera,said gave revealed,Luster police name arrest Wednesday identity
236	0	2115214	2115266	statement organizations,distributed said boycott,Friday vote	statement organisations,distributed said boycott warned expect,today vote voters fraud
237	1	374264	374624	companies drugs,be prescribed,Medicaid patients state say	company drugs,do be prescribed,Medicaid patients state say
238	1	1597193	1597119	Saddam loyalists,have been blamed sabotaging,attacks U.S. soldiers nation infrastructure	Hussein loyalists,have been blamed sabotaging attacking,nation infrastructure US soldiers
239	0	199754	200007	Arthur Sulzberger,'s said,eye	publisher Arthur Ochs Sulzberger Jr.,'s said has controlled,eye paper
